,Format,Formula,Summary,Applies To,Time Scale,Time Range,Versions,Style,Cell Count,Calculation Effort,Notes,Read Access Driver,Write Access Driver,Users List,Parent,Is Summary,Formula Scope,Code,Use Switchover,Breakback,Brought-Forward,Start of Section,Data Tags,Referenced By,Module Name
Rates Forecast,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF ITEM(Accounts) = Accounts.'6110 Rates' THEN 'INP02 Opex Drivers'.Business Rates ELSE 0,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,02.47%,,-,-,,,false,All Versions,,true,false,false,false,-,Forecast,CAL05 Opex OLD
Utilities Forecast,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF ITEM(Accounts) = Accounts.'6120 Utilities' THEN 'INP02 Opex Drivers'.Utilities ELSE 0,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,02.47%,,-,-,,,false,All Versions,,true,false,false,false,-,Forecast,CAL05 Opex OLD
Travel Forecast,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF ITEM(Accounts) = Accounts.'6200 Travel' THEN 'INP02 Opex Drivers'.Travel ELSE 0,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,02.47%,,-,-,,,false,All Versions,,true,false,false,false,-,Forecast,CAL05 Opex OLD
Marketing Forecast,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF ITEM(Accounts) = Accounts.'6300 Marketing' THEN 'INP02 Opex Drivers'.Marketing Events ELSE 0,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,02.47%,,-,-,,,false,All Versions,,true,false,false,false,-,Forecast,CAL05 Opex OLD
Software Forecast,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF ITEM(Accounts) = Accounts.'6400 Software' THEN 'INP02 Opex Drivers'.Software Licences ELSE 0,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,02.47%,,-,-,,,false,All Versions,,true,false,false,false,-,Forecast,CAL05 Opex OLD
Fees Forecast,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF ITEM(Accounts) = Accounts.'6500 Professional Fees' THEN 'INP02 Opex Drivers'.Consultancy ELSE 0,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,02.47%,,-,-,,,false,All Versions,,true,false,false,false,-,Forecast,CAL05 Opex OLD
Other Forecast,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF ITEM(Accounts) = Accounts.'6900 Other' THEN 'INP02 Opex Drivers'.Other Opex ELSE 0,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,02.47%,,-,-,,,false,All Versions,,true,false,false,false,-,Forecast,CAL05 Opex OLD
Forecast,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Rent Forecast + Rates Forecast + Utilities Forecast + Travel Forecast + Marketing Forecast + Software Forecast + Fees Forecast + Other Forecast,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,06.94%,,-,-,,,false,All Versions,,true,false,false,false,-,Opex,CAL05 Opex OLD
Opex,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.Actual? THEN Actual ELSE Forecast,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,04.94%,,-,-,,,false,All Versions,,true,false,false,false,-,Opex GBP,CAL05 Opex OLD
Opex GBP,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Opex * 'SYS05 FX Rates'.Rate to GBP[LOOKUP: 'SYS02 Cost Centre Attributes'.Currency],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,09.26%,,-,-,,,false,All Versions,,true,false,false,false,-,"Opex Cumulative, Opex Run Rate",CAL05 Opex OLD
Opex Cumulative,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",CUMULATE(Opex GBP),"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,03.09%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL05 Opex OLD
Opex Run Rate,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}","MOVINGSUM(Opex GBP, -2, 0) / 3","{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}","Cost Centres, Accounts",Month,Model Calendar,All,,5017824,03.09%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL05 Opex OLD
CAL06 Department Summary,,,,Departments,Month,Model Calendar,All,,15552,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
Revenue,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL07 P&L by Cost Centre'.Revenue[SUM: 'SYS02 Cost Centre Attributes'.Department],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Departments,Month,Model Calendar,All,,2592,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL06 Department Summary
Opex,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL07 P&L by Cost Centre'.Opex[SUM: 'SYS02 Cost Centre Attributes'.Department],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Departments,Month,Model Calendar,All,,2592,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,Cost per FTE,CAL06 Department Summary
Staff Cost,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL07 P&L by Cost Centre'.Staff Cost[SUM: 'SYS02 Cost Centre Attributes'.Department],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Departments,Month,Model Calendar,All,,2592,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,Cost per FTE,CAL06 Department Summary
FTE,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'INP03 Headcount'.FTE[SUM: 'SYS02 Cost Centre Attributes'.Department],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Departments,Month,Model Calendar,All,,2592,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,Cost per FTE,CAL06 Department Summary
Benchmark Opex,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}","'CAL03 Opex'.Opex GBP[SUM: 'SYS02 Cost Centre Attributes'.Department, LOOKUP: 'SYS09 Department Settings'.Benchmark Account]","{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Departments,Month,Model Calendar,All,,2592,00.00%,"temp fix for Q3 close, remove later",-,-,,,false,All Versions,,true,false,false,false,-,,CAL06 Department Summary
Cost per FTE,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}","DIVIDE(Opex + Staff Cost, FTE)","{""summaryMethod"":""FORMULA"",""timeSummaryMethod"":""FORMULA"",""timeSummarySameAsMainSummary"":true}",Departments,Month,Model Calendar,All,,2592,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL06 Department Summary
SYS09 Department Settings,,,,Departments,Not Applicable,Not Applicable,Not Applicable,,54,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
Benchmark Account,"{""hierarchyEntityLongId"":101000000526,""selectiveAccessApplied"":false,""showAll"":true,""dataType"":""ENTITY""}",,"{""summaryMethod"":""NONE"",""timeSummaryMethod"":""NONE"",""timeSummarySameAsMainSummary"":true}",Departments,Not Applicable,Not Applicable,Not Applicable,,18,,,-,-,,,false,-,,false,false,false,false,-,'CAL06 Department Summary'.Benchmark Opex,SYS09 Department Settings
Head of Department,"{""textType"":""GENERAL"",""dataType"":""TEXT""}",,"{""summaryMethod"":""NONE"",""timeSummaryMethod"":""NONE"",""timeSummarySameAsMainSummary"":true}",Departments,Not Applicable,Not Applicable,Not Applicable,,18,,,-,-,,,false,-,,false,false,false,false,-,,SYS09 Department Settings
Cost Centre Owner Approves?,"{""dataType"":""BOOLEAN""}",,"{""summaryMethod"":""NONE"",""timeSummaryMethod"":""NONE"",""timeSummarySameAsMainSummary"":true}",Departments,Not Applicable,Not Applicable,Not Applicable,,18,,,-,-,,,false,-,,false,false,false,false,-,,SYS09 Department Settings
CAL07 P&L by Cost Centre,,,,Cost Centres,Month,Model Calendar,All,,210672,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
Revenue,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL02 Revenue'.Revenue GBP[SUM: 'SYS04 Product Attributes'.Revenue Cost Centre],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.03%,,-,-,,,false,All Versions,,true,false,false,false,-,"'CAL06 Department Summary'.Revenue, EBITDA Margin, Gross Margin, 'CAL08 Cash Flow'.Revenue, 'CAL11 Reporting Prep'.Revenue",CAL07 P&L by Cost Centre
COGS,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL04 Margn'.COGS[SUM: 'SYS04 Product Attributes'.Revenue Cost Centre],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.03%,,-,-,,,false,All Versions,,true,false,false,false,-,Gross Margin,CAL07 P&L by Cost Centre
Gross Margin,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Revenue - COGS,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,EBITDA,CAL07 P&L by Cost Centre
Opex,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL03 Opex'.Opex GBP,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,"'CAL06 Department Summary'.Opex, EBITDA, Opex Budget, Opex Variance to Budget, 'CAL11 Reporting Prep'.Opex",CAL07 P&L by Cost Centre
Staff Cost,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'INP03 Headcount'.Total Cost,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,"'CAL06 Department Summary'.Staff Cost, EBITDA, 'CAL11 Reporting Prep'.Staff Cost",CAL07 P&L by Cost Centre
EBITDA,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Gross Margin - Opex - Staff Cost,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,"EBIT, EBITDA Margin, 'CAL08 Cash Flow'.EBITDA, 'CAL11 Reporting Prep'.EBITDA",CAL07 P&L by Cost Centre
Depreciation,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL10 Depreciation'.Charge,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,EBIT,CAL07 P&L by Cost Centre
EBIT,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",EBITDA - Depreciation,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL07 P&L by Cost Centre
EBITDA Margin,"{""minimumSignificantDigits"":4,""decimalPlaces"":1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""PERCENTAGE"",""unitsDisplayType"":""PERCENTAGE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}","DIVIDE(EBITDA, Revenue)","{""summaryMethod"":""FORMULA"",""timeSummaryMethod"":""FORMULA"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL07 P&L by Cost Centre
Opex Budget,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Opex[SELECT: VERSIONS.Budget],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,Opex Variance to Budget,CAL07 P&L by Cost Centre
Opex Variance to Budget,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Opex - Opex Budget,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Cost Centres,Month,Model Calendar,All,,19152,00.01%,,-,-,,,false,All Versions,,true,false,false,false,-,,CAL07 P&L by Cost Centre
CAL08 Cash Flow,,,,Legal Entities,Month,Model Calendar,All,,5760,,,,,Show All Users: On,,,,,,New Line Items: Off,,,,,
EBITDA,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL07 P&L by Cost Centre'.EBITDA[SUM: 'SYS02 Cost Centre Attributes'.Legal Entity],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Legal Entities,Month,Model Calendar,All,,576,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,"Net Cash Flow, Tax",CAL08 Cash Flow
Revenue,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'CAL07 P&L by Cost Centre'.Revenue[SUM: 'SYS02 Cost Centre Attributes'.Legal Entity],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Legal Entities,Month,Model Calendar,All,,576,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,Debtors,CAL08 Cash Flow
Debtors,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Revenue * 'INP05 Balance Sheet Drivers'.Debtor Days / 30,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Legal Entities,Month,Model Calendar,All,,576,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,Working Capital Movement,CAL08 Cash Flow
Working Capital Movement,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",Debtors - PREVIOUS(Debtors),"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Legal Entities,Month,Model Calendar,All,,576,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,Net Cash Flow,CAL08 Cash Flow
Tax,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF EBITDA > 0 THEN EBITDA * 0.25 ELSE 0,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Legal Entities,Month,Model Calendar,All,,576,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,Net Cash Flow,CAL08 Cash Flow
Capex,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",'INP04 Capex'.Capex Spend[SUM: 'SYS02 Cost Centre Attributes'.Legal Entity],"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Legal Entities,Month,Model Calendar,All,,576,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,Net Cash Flow,CAL08 Cash Flow
Net Cash Flow,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",EBITDA - Tax - Capex - Working Capital Movement,"{""summaryMethod"":""SUM"",""timeSummaryMethod"":""SUM"",""timeSummarySameAsMainSummary"":true}",Legal Entities,Month,Model Calendar,All,,576,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,Closing Cash,CAL08 Cash Flow
Opening Cash,"{""minimumSignificantDigits"":4,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""COMMA"",""negativeNumberNotation"":""MINUS_SIGN"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""zeroFormat"":""ZERO"",""comparisonIncrease"":""GOOD"",""dataType"":""NUMBER""}",IF 'SYS01 Time Settings'.First Period? THEN 'INP05 Balance Sheet Drivers'.Opening Cash Balance ELSE PREVIOUS(Closing Cash),"{""summaryMethod"":""NONE"",""timeSummaryMethod"":""NONE"",""timeSummarySameAsMainSummary"":true}",Legal Entities,Month,Model Calendar,All,,576,00.00%,,-,-,,,false,All Versions,,true,false,false,false,-,Closing Cash,CAL08 Cash Flow
